transaction_date,ticker,asset_description,type,amount,state,ptr_link,industry,sector,party,chamber,member,year,last_name,member_id
2021-09-27,BP,BP plc,purchase,10000,NC,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019557.pdf,Integrated oil Companies,Energy,Republican,House,Virginia Foxx,2021,foxx,F000450
2021-09-13,XOM,Exxon Mobil Corporation,purchase,10000,NC,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019557.pdf,Integrated oil Companies,Energy,Republican,House,Virginia Foxx,2021,foxx,F000450
2021-09-10,ILPT,Industrial Logistics Properties Trust - Common Shares of Beneficial Interest,purchase,35000,NC,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019557.pdf,Real Estate Investment Trusts,Real Estate,Republican,House,Virginia Foxx,2021,foxx,F000450
2021-09-28,PM,Phillip Morris International Inc,purchase,35000,NC,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019557.pdf,Farming/Seeds/Milling,Consumer Non-Durables,Republican,House,Virginia Foxx,2021,foxx,F000450
2021-09-17,BLK,BlackRock Inc,sale_partial,10000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019570.pdf,Investment Bankers/Brokers/Service,Finance,Democrat,House,Alan S. Lowenthal,2021,lowenthal,L000579
2021-12-01,AXP,American Express Company,purchase,10000,VA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019930.pdf,Finance: Consumer Services,Finance,Democrat,House,Aston Donald McEachin,2021,mceachin,M001200
2021-11-18,AMD,Advanced Micro Devices Inc,sale_full,75000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019917.pdf,Semiconductors,Technology,Democrat,House,Thomas Suozzi,2021,suozzi,S001201
2021-11-18,AAPL,Apple Inc,sale_full,75000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019917.pdf,Computer Manufacturing,Technology,Democrat,House,Thomas Suozzi,2021,suozzi,S001201
2021-11-24,MSFT,Microsoft Corporation,purchase,75000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019917.pdf,Computer Software: Prepackaged Software,Technology,Democrat,House,Thomas Suozzi,2021,suozzi,S001201
2021-11-24,MS,Morgan Stanley,purchase,175000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019917.pdf,Investment Bankers/Brokers/Service,Finance,Democrat,House,Thomas Suozzi,2021,suozzi,S001201
2021-11-16,NEE,NextEra Energy Inc,sale_full,10000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019917.pdf,Electric Utilities: Central,Public Utilities,Democrat,House,Thomas Suozzi,2021,suozzi,S001201
2021-11-16,SLVM,Sylvamo Coproration,sale_full,1000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019917.pdf,Paper,Consumer Staples,Democrat,House,Thomas Suozzi,2021,suozzi,S001201
2021-11-18,CG,The Carlyle Group Inc,sale_full,75000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019917.pdf,Investment Managers,Finance,Democrat,House,Thomas Suozzi,2021,suozzi,S001201
2021-10-13,MO,Altria Group Inc,purchase,10000,NC,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf,Farming/Seeds/Milling,Consumer Non-Durables,Republican,House,Virginia Foxx,2021,foxx,F000450
2021-10-07,DUKH,Duke Energy Corporation 5.125% Junior Subordinated Debentures due 2073,sale_full,75000,NC,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf,,,Republican,House,Virginia Foxx,2021,foxx,F000450
2021-10-08,GSK,GlaxoSmithKline PLC,purchase,10000,NC,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf,Major Pharmaceuticals,Health Care,Republican,House,Virginia Foxx,2021,foxx,F000450
2021-10-07,OLP,One Liberty Properties Inc,purchase,10000,NC,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf,Real Estate Investment Trusts,Real Estate,Republican,House,Virginia Foxx,2021,foxx,F000450
2021-10-04,PPL,PPL Corporation,purchase,10000,NC,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf,Electric Utilities: Central,Public Utilities,Republican,House,Virginia Foxx,2021,foxx,F000450
2021-10-25,SCU,Sculptor Capital Management Inc Class A,purchase,35000,NC,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf,Investment Managers,Finance,Republican,House,Virginia Foxx,2021,foxx,F000450
2021-10-26,SCU,Sculptor Capital Management Inc Class A,purchase,10000,NC,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf,Investment Managers,Finance,Republican,House,Virginia Foxx,2021,foxx,F000450
2021-10-08,VIASP,Via Renewables Inc - 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock,purchase,10000,NC,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf,Power Generation,Utilities,Republican,House,Virginia Foxx,2021,foxx,F000450
2022-09-30,COIN,Coinbase Global Inc,purchase,10000,LA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021868.pdf,EDP Services,Technology,Republican,House,Garret Graves,2022,graves,G000577
2022-06-16,ACAD,ACADIA Pharmaceuticals Inc,sale_full,10000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Biotechnology: Pharmaceutical Preparations,Health Care,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-21,AGNC,AGNC Investment Corp,purchase,10000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Real Estate Investment Trusts,Real Estate,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-16,ALLK,Allakos Inc,purchase,10000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Biotechnology: Pharmaceutical Preparations,Health Care,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-16,PLAN,Anaplan Inc,sale_full,10000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Computer Software: Prepackaged Software,Technology,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-16,ASB,Associated Banc-Corp,purchase,10000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Major Banks,Finance,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-16,BCEL,Atreca Inc - Class A,purchase,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Biotechnology: Pharmaceutical Preparations,Health Care,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-16,AXSM,Axsome Therapeutics Inc,purchase,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Biotechnology: Pharmaceutical Preparations,Health Care,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-16,SQ,Square Inc Class A Common Stock,sale_full,10000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Computer Software: Prepackaged Software,Technology,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-21,BRMK,Broadmark Realty Capital Inc,purchase,10000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Real Estate Investment Trusts,Real Estate,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-16,CPE,Callon Petroleum Company,sale_full,10000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Oil & Gas Production,Energy,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-21,SAVA,Cassava Sciences Inc,purchase,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Biotechnology: Pharmaceutical Preparations,Health Care,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-16,CDEV,Centennial Resource Development Inc - Class A,sale_full,10000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Oil & Gas Production,Energy,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-21,CIVI,Civitas Resources inc,purchase,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Oil & Gas Production,Energy,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-21,CTRA,Coterra Energy Inc,purchase,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Oil & Gas Production,Energy,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-16,UUUU,Energy Fuels Inc Ordinary Shares,sale_full,10000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,,,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-16,EXPE,Expedia Group Inc,sale_full,10000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Other Consumer Services,Consumer Discretionary,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-21,FNB,FNB Corporation,purchase,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Major Banks,Finance,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-21,FHN,First Horizon Corporation,purchase,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Major Banks,Finance,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-21,GNKOQ,Geneco Shipping & Trading Limited,purchase,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,,,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-16,GNK,Geneco Shipping & Trading Limited Ordinary Shares,purchase,10000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Marine Transportation,Consumer Discretionary,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-16,GEVO,Geco Inc,purchase,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Biotechnology: Commercial Physical & Biological Resarch,Health Care,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-16,HD,Home Depot inc,sale_full,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,RETAIL: Building Materials,Consumer Services,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-21,IIPR,Innovative Industrial Properties Inc,purchase,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Real Estate Investment Trusts,Real Estate,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-21,KRG,Kite Realty Group Trust,purchase,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Real Estate Investment Trusts,Real Estate,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-16,KOS,Kosmos Energy Ltd Common Shares,sale_full,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Oil & Gas Production,Energy,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-16,MAC,Macerich Company,purchase,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Real Estate Investment Trusts,Real Estate,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-16,NBR,Nabors Industries Ltd,sale_partial,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Oil & Gas Production,Energy,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-16,NEX,NexTier Oilfield Solutions Inc,sale_full,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Oilfield Services/Equipment,Energy,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-16,NAT,Nordic American Tankers Limited,purchase,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Marine Transportation,Consumer Discretionary,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-21,NWBI,Northwest Bancshares Inc,purchase,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Major Banks,Finance,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-21,OCFC,OceanFirst Financial Corp,purchase,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Savings Institutions,Finance,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-16,OCGN,Ocugen Inc,purchase,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Biotechnology: Pharmaceutical Preparations,Health Care,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-16,PTEN,Patterson-UTI Energy Inc,sale_full,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Oil & Gas Production,Energy,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-21,DOC,Physicians Realty Trust Common Shares of Beneficial Interest,purchase,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Real Estate Investment Trusts,Real Estate,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-16,RC,Ready Capital Corporation,purchase,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Real Estate Investment Trusts,Real Estate,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-16,RC,Ready Capital Corporation,purchase,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Real Estate Investment Trusts,Real Estate,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-16,RWT,Redwood Trust Inc,purchase,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Real Estate Investment Trusts,Real Estate,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-21,SBRA,"Sabra Health Care REIT, INC",purchase,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Real Estate Investment Trusts,Real Estate,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-21,STNG,Scorpio Tankers Inc Common Shares,purchase,10000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,,,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-16,TELL,Tellurian Inc,sale_full,10000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Oil & Gas Production,Energy,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-21,RTL,The Necessity Retail REIT - Class A,purchase,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Real Estate Investment Trusts,Real Estate,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-21,UBSI,United Bankshares Inc,purchase,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Major Banks,Finance,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-16,UEC,Uranium Energy Corp,sale_full,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,Other Metals and Minerals,Basic Materials,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-21,VTRSV,Viatris Inc - Common Stock When Issued,purchase,10000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,,,Republican,House,Chris Jacobs,2022,jacobs,J000020
2022-06-16,VTRSV,Viatris Inc - Common Stock When Issued,purchase,35000,NY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021398.pdf,,,Republican,House,Chris Jacobs,2022,jacobs,J000020
2023-03-20,SPY,SPDR S7P 500,purchase,10000,TX,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022770.pdf,,,Republican,House,Dan Crenshaw,2023,crenshaw,C001120
2023-03-06,ABBV,AbbVie Inc,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Major Pharmaceuticals,Health Care,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-24,ABBV,AbbVie Inc,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Major Pharmaceuticals,Health Care,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-06,ALGN,Align Technology Inc,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Industrial Specialties,Health Care,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-06,GOOG,Alphabet Inc - Class C Capital Stock,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,"Computer Software: Programming, Data Processing",Technology,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-16,GOOG,Alphabet Inc - Class C Capital Stock,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,"Computer Software: Programming, Data Processing",Technology,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-23,GOOG,Alphabet Inc - Class C Capital Stock,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,"Computer Software: Programming, Data Processing",Technology,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-14,ABCB,Ameris Bancorp,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Major Banks,Finance,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-06,AMGN,Amgen Inc,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-27,AMGN,Amgen Inc,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-14,APPF,AppFolio Inc - Class A,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,EDP Services,Technology,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-06,AAPL,Apple Inc,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Computer Manufacturing,Technology,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-06,ASML,ASML Holding NV - New York Registry Shares,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Industrial Machinery/Components,Technology,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-22,BREIT,Blackstone Real Estate Income Trust,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,,,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-14,SCHW,Charles Schwab Corporation,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Investment Bankers/Brokers/Service,Finance,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-02-06,SCHW,Charles Schwab Corporation,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Investment Bankers/Brokers/Service,Finance,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-06,SCHW,Charles Schwab Corporation,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Investment Bankers/Brokers/Service,Finance,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-06,KO,Coca-Cola Company,sale_full,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Beverages (Production/Distribution),Consumer Non-Durables,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-06,COP,ConocoPhillips,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Integrated oil Companies,Energy,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-16,COP,ConocoPhillips,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Integrated oil Companies,Energy,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-16,CCI,Crown Castle Inc,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Real Estate Investment Trusts,Real Estate,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-24,DE,Deere & Company,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Industrial Machinery/Components,Capital Goods,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-06,LLY,Eli Lilly and Company,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Major Pharmaceuticals,Health Care,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-16,FIS,Fidelity National Information Services Inc,sale_partial,35000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Business Services,Miscellaneous,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-31,HLN,Haleon plc ADRR,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,,,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-10,LRLCY,LOreal Co ADR Shares,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,,,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-06,LOW,Lowes Companies Inc,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,RETAIL: Building Materials,Consumer Services,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-06,MCK,McKesson Corporation,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Other Pharmaceuticals,Health Care,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-06,MELI,MercadoLibre Inc,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Catalog/Specialty Distribution,Consumer Discretionary,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-15,MELI,MercadoLibre Inc,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Catalog/Specialty Distribution,Consumer Discretionary,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-31,MSFT,Microsoft Corporation,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Computer Software: Prepackaged Software,Technology,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-24,MSFT,Microsoft Corporation,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Computer Software: Prepackaged Software,Technology,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-31,MRNA,Moderna Inc,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-06,MS,Morgan Stanley,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Investment Bankers/Brokers/Service,Finance,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-06,NFLX,Netflix Inc,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Consumer Electronics/Video Chains,Consumer Services,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-06,NVDA,NVIDIA Corporation,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Semiconductors,Technology,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-16,PYPL,PayPal Holdings Inc,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Business Services,Miscellaneous,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-06,REGN,Regeneron Pharmaceuticals,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Major Pharmaceuticals,Health Care,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-27,ROK,Rockwell Automation Inc,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Industrial Machinery/Components,Capital Goods,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-06,SRPT,Sarepta Therapeutics,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Biotechnology: Pharmaceutical Preparations,Health Care,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-29,SCBF,Seacoast Banking Corporation fo Florida,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,,,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-09,SIVB,SVB Financial Group,sale_full,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Major Banks,Finance,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-09,TSM,Taiwan Semiconductor Manufacturing,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Semiconductors,Technology,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-24,TSLA,Tesla Inc,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Auto Manufacturing,Capital Goods,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-16,TWKS,Thoughtworks Holding Inc,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,EDP Services,Technology,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-16,VBTX,Veritex Holdings Inc,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Major Banks,Finance,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-16,VBTX,Veritex Holdings Inc,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,Major Banks,Finance,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
2023-03-10,WDS,"Woodside Energy Group Limited ADR Shares, each representing one ordinary share",sale_full,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022683.pdf,,,Democrat,House,Josh Gottheimer,2023,gottheimer,G000583
