chamber,congress,session,roll_number,chamber_roll_number,vote_date,title,question,result,yeas,nays,present,not_voting
Senate,115,1,1,1,2017-01-04,Motion to Proceed to S. Con. Res. 3,On the Motion to Proceed S.Con.Res. 3,Motion to Proceed Agreed to,51,48,0,1
Senate,115,1,3,3,2017-01-09,Paul Amdt. No. 1,On the Amendment S.Amdt. 1 to S.Con.Res. 3 (No short title on file),Amendment Rejected,14,83,0,3
Senate,115,1,2,2,2017-01-05,Motion to Waive Section 305(b)(2) of the C.B.A. re: Kaine Amdt. No. 8,On the Motion (Motion to Waive Section 305(b)(2) of the C.B.A. re: Kaine Amdt. No. 8),Motion Rejected,48,52,0,0
Senate,115,1,4,4,2017-01-09,Motion to Waive CBA Re: Germaneness Re: Hirono Amdt. No. 20,On the Motion (Motion to Waive CBA Re: Germaneness Re: Hirono Amdt. No. 20),Motion Rejected,49,47,0,4
Senate,115,1,6,6,2017-01-10,Motion to Waive All Applicable Budgetary Discipline Re: Sanders Amdt. No. 19,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Sanders Amdt. No. 19),Motion Rejected,49,49,0,2
Senate,115,1,5,5,2017-01-10,Motion to Waive All Applicable Budgetary Discipline Re: Flake Amdt. No. 52,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Flake Amdt. No. 52),Motion Rejected,31,67,0,2
Senate,115,1,7,7,2017-01-11,Motion to Waive All Applicable Budgetary Discipline Re: Nelson Amdt. No. 13,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Nelson Amdt. No. 13),Motion Rejected,47,51,0,2
Senate,115,1,9,9,2017-01-11,Motion to Waive All Applicable Budgetary Discipline Re: Barrasso Amdt. No. 173,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Barrasso Amdt. No. 173),Motion Rejected,51,47,0,2
Senate,115,1,8,8,2017-01-11,Motion to Waive All Applicable Budgetary Discipline Re: King Amdt. No. 60,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: King Amdt. No. 60),Motion Rejected,48,50,0,2
Senate,115,1,10,10,2017-01-11,Motion to Waive the C.B.A. Re: Manchin Amdt. No. 64,On the Motion (Motion to Waive the C.B.A. Re: Manchin Amdt. No. 64),Motion Rejected,51,47,0,2
Senate,115,1,12,12,2017-01-11,Motion to Waive the CBA Re: Baldwin Amdt. No. 81,On the Motion (Motion to Waive the CBA Re: Baldwin Amdt. No. 81),Motion Rejected,48,50,0,2
Senate,115,1,11,11,2017-01-11,Motion to Waive All Applicable Budgetary Discipline Re: Heller Amdt. No. 167,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Heller Amdt. No. 167),Motion Rejected,51,47,0,2
Senate,115,1,13,13,2017-01-11,Motion to Waive All Applicable Budgetary Discipline Re: Flake Amdt. No. 176,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Flake Amdt. No. 176),Motion Rejected,50,48,0,2
Senate,115,1,14,14,2017-01-11,Motion to Waive the C.B.A. Re: Tester Amdt. No. 104,On the Motion (Motion to Waive the C.B.A. Re: Tester Amdt. No. 104),Motion Rejected,48,50,0,2
Senate,115,1,15,15,2017-01-11,Motion to Waive the C.B.A. Re: Casey Amdt. No. 61,On the Motion (Motion to Waive the C.B.A. Re: Casey Amdt. No. 61),Motion Rejected,49,49,0,2
Senate,115,1,16,16,2017-01-11,Motion to Waive All Applicable Budgetary Discipline Re: Barrasso Amdt. No. 181,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Barrasso Amdt. No. 181),Motion Rejected,47,51,0,2
Senate,115,1,17,17,2017-01-11,Motion to Waive All Applicable Budgetary Discipline Re: Hatch Amdt. No. 179,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Hatch Amdt. No. 179),Motion Rejected,51,47,0,2
Senate,115,1,18,18,2017-01-11,Motion to Waive All Applicable Budgetary Discipline Re: Menendez Amdt. No. 83,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Menendez Amdt. No. 83),Motion Rejected,48,50,0,2
Senate,115,1,19,19,2017-01-11,Motion to Waive All Applicable Budgetary Discipline Re: Alexander Amdt. No. 174,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Alexander Amdt. No. 174),Motion Rejected,49,49,0,2
Senate,115,1,20,20,2017-01-11,Klobuchar Amdt. No. 178,On the Amendment S.Amdt. 178 to S.Con.Res. 3 (No short title on file),Amendment Rejected,46,52,0,2
Senate,115,1,21,21,2017-01-11,Motion to Waive the C.B.A. Re: Wyden Amdt. No. 188,On the Motion (Motion to Waive the C.B.A. Re: Wyden Amdt. No. 188),Motion Rejected,47,51,0,2
Senate,115,1,22,22,2017-01-11,Motion to Waive All Applicable Budgetary Discipline Re: Fischer Amdt. No. 184,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Fischer Amdt. No. 184),Motion Rejected,52,46,0,2
Senate,115,1,23,23,2017-01-12,Motion to Waive the C.B.A. Re: Gillibrand Amdt. No. 82,On the Motion (Motion to Waive the C.B.A. Re: Gillibrand Amdt. No. 82),Motion Rejected,49,49,0,2
Senate,115,1,24,24,2017-01-12,Motion to Waive All Applicable Budgetary Discipline Re: Hatch Amdt. No. 180,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Hatch Amdt. No. 180),Motion Rejected,51,47,0,2
Senate,115,1,25,25,2017-01-12,Motion to Waive the C.B.A. Re: Brown Amdt. No. 86,On the Motion (Motion to Waive the C.B.A. Re: Brown Amdt. No. 86),Motion Rejected,49,49,0,2
Senate,115,1,26,26,2017-01-12,S. Con. Res. 3,On the Concurrent Resolution S.Con.Res. 3,Concurrent Resolution Agreed to,51,48,0,1
Senate,115,1,27,27,2017-01-12,S. 84,On Passage of the Bill S. 84,Bill Passed,81,17,0,2
Senate,115,1,28,28,2017-01-17,H.R. 72,On Passage of the Bill H.R. 72,Bill Passed,99,0,0,1
Senate,115,1,29,29,2017-01-20,"Confirmation James N. Mattis, of Washington, to be Secretary of Defense",On the Nomination PN29,Nomination Confirmed,98,1,0,1
Senate,115,1,30,30,2017-01-20,"Confirmation John F. Kelly, of Virginia, to be Secretary of Homeland Security",On the Nomination PN40,Nomination Confirmed,88,11,0,1
Senate,115,1,31,31,2017-01-20,"Motion to Proceed to Mike Pompeo, of Kansas, to be Director of the Central Intelligence Agency",On the Motion to Proceed PN43,Motion to Proceed Agreed to,89,8,0,3
Senate,115,1,32,32,2017-01-23,"Confirmation Mike Pompeo, of Kansas, to be Director of the Central Intelligence Agency",On the Nomination PN43,Nomination Confirmed,66,32,0,2
Senate,115,1,33,33,2017-01-24,"Confirmation Nikki R. Haley, of South Carolina, to be Representative of the United States of America to the United Nations, in the Security Council and to the Sessions of the General Assembly",On the Nomination PN51 and PN50,Nomination Confirmed,96,4,0,0
Senate,115,1,34,34,2017-01-30,"Motion to Invoke Cloture on the Nomination of Rex W. Tillerson, of Texas, to be Secretary of State",On the Cloture Motion PN25,Cloture Motion Agreed to,56,43,0,1
Senate,115,1,35,35,2017-01-31,"Confirmation Elaine L. Chao, of Kentucky, to be Secretary of Transportation",On the Nomination PN35,Nomination Confirmed,93,6,1,0
Senate,115,1,36,36,2017-02-01,"Confirmation Rex W. Tillerson, of Texas, to be Secretary of State",On the Nomination PN25,Nomination Confirmed,56,43,0,1
Senate,115,1,37,37,2017-02-01,Motion to Table the Motion to Reconsider the Vote on Confirmation of Rex W. Tillerson,On the Motion to Table PN25,Motion to Table Agreed to,55,43,0,2
Senate,115,1,38,38,2017-02-01,Motion to Proceed to Legislative Session,On the Motion to Proceed PN25,Motion to Proceed Agreed to,53,44,0,3
Senate,115,1,39,39,2017-02-01,Shall the Journal Stand Approved to Date?,On the Motion (Shall the Journal Stand Approved to Date?),Motion Agreed to,54,44,0,2
Senate,115,1,40,40,2017-02-01,Motion to Proceed to Executive Session to Consider Elisabeth DeVos to be Secretary of Education,On the Motion to Proceed PN37,Motion to Proceed Agreed to,52,47,0,1
Senate,115,1,41,41,2017-02-01,Motion to Proceed to Legislative Session,On the Motion to Proceed PN37,Motion to Proceed Agreed to,55,42,0,3
Senate,115,1,42,42,2017-02-01,Motion to Proceed to H.J. Res. 38,On the Motion to Proceed H.J.Res. 38,Motion to Proceed Agreed to,56,42,0,2
Senate,115,1,43,43,2017-02-02,H.J.Res. 38,On the Joint Resolution H.J.Res. 38,Joint Resolution Passed,54,45,0,1
Senate,115,1,44,44,2017-02-02,Motion to Proceed to Executive Session to consider the Nomination of Jeff Sessions to be Attorney General,On the Motion to Proceed PN30,Motion to Proceed Agreed to,53,45,0,2
